,,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,sigma,mu,logL,logL_birth,nlive
labels,,$\theta_1$,$\theta_2$,$\theta_3$,$\theta_4$,$\theta_5$,$\theta_6$,$\theta_7$,$\theta_8$,$\theta_9$,$\sigma$,$\mu$,$\ln\mathcal{L}$,$\ln\mathcal{L}_\mathrm{birth}$,$n_\mathrm{live}$
,weights,,,,,,,,,,,,,,
152,0.0,-0.6771366,1.4374862,-0.5811873,0.56285936,0.1467894,-0.45162836,0.4416064,-0.63968563,0.14391401,36.301292,-1.4974806,-2116.1875,-7929.8027,998
153,0.0,-0.2832192,0.25865838,0.16131122,-0.30938727,0.13981062,-0.37770158,-0.31306568,0.42059225,-0.4082437,16.905893,7.1985807,-2114.811,,997
154,0.0,1.7397227,1.4280863,0.54990405,-0.35973516,-0.70278126,-0.10435265,0.55337423,0.46861804,0.19611089,35.411304,-1.4723971,-2103.9775,,996
155,0.0,-0.9350228,0.9988924,-1.0356356,0.5257689,0.12696914,-0.122187465,0.33568376,-0.56199473,-0.110524915,28.174122,5.2642303,-2101.0396,,995
156,0.0,0.17454427,0.05709606,-0.36199853,-0.6503244,-0.3643784,-0.05986168,0.23010059,0.5139532,-0.20467436,14.215279,-5.431487,-2098.138,,994
157,0.0,-0.5864813,-0.14063369,0.33397368,0.09776657,-0.43422544,0.48860347,-0.06712493,-0.36124122,-0.0979868,11.778372,-3.1336706,-2098.0342,,993
158,0.0,-0.75762147,1.383096,-0.636009,0.72878397,0.22172262,-0.067145005,0.46884415,-0.17162615,0.4275984,34.635105,-8.772329,-2096.5393,,992
159,0.0,-0.96743244,-0.019392034,-0.5529018,0.65391976,0.50083405,-0.32053208,-0.21001235,0.028563043,0.07527885,13.247472,4.444658,-2091.7556,,991
160,0.0,0.13215385,1.3510631,-0.5212849,0.67238647,-1.0033519,0.58971685,-0.42996204,0.6015069,0.004348719,34.084724,6.2780285,-2087.1885,,990
161,0.0,0.75265217,1.3483868,1.0078428,0.84404045,0.39113435,0.11429894,-0.011426498,-0.4005069,0.06274871,34.038826,-0.16666587,-2085.4033,,989
162,0.0,1.0225278,1.34773,0.5914468,-0.077224545,-0.34647965,-0.6203574,-0.14000389,-0.06428995,0.016018352,34.027565,-0.92911565,-2085.3306,,988
163,0.0,0.47532883,0.19581634,0.12014974,-0.1378919,-0.041975506,-0.7180249,-0.33610633,-0.22253135,-0.25049797,16.046198,3.0958695,-2081.938,,987
164,0.0,1.3629782,0.43162253,-0.61773306,-1.2414646,-1.2777858,-0.4491791,0.37377998,0.61528116,0.1942339,19.361563,-7.1328487,-2080.9385,,986
165,0.0,0.56622577,-0.67872196,0.20545544,0.0014711334,-1.072472,-0.12723377,0.2150528,-0.088328235,0.13341726,6.337538,2.8799481,-2079.7036,,985
166,0.0,-0.647205,1.2923236,-0.41762292,0.60036254,0.031703506,0.2578313,-0.32033896,0.3308682,-0.16389295,33.08056,-7.957043,-2076.6514,,984
167,0.0,-1.1025553,1.3097912,-0.5878649,0.4361187,-0.40114024,0.52181256,-0.5206599,0.37461066,-0.045017015,33.37847,-0.28567475,-2076.558,,983
168,0.0,0.1491676,-0.3657978,-0.67064995,-0.3325039,0.021554956,-0.003876569,-0.021260934,0.10404548,0.5110938,10.048158,-4.7667336,-2074.9006,-7929.8027,982
169,0.0,-0.23094745,0.0129434625,0.11199255,-0.33019337,-0.6228193,0.06330256,-0.28188923,-0.03498038,0.36759987,12.975673,2.0700471,-2071.7578,-7929.8027,981
170,0.0,-1.3603387,1.1106665,-1.1744832,0.5915074,-0.41933072,0.3245594,0.26662627,-0.31757972,0.008191238,30.020054,1.41077,-2070.2148,,980
171,0.0,-1.0100104,0.87972456,-1.011785,0.07086346,0.17312302,0.31191146,-0.05624323,0.38555515,-0.47567663,26.241032,5.6596875,-2065.6482,,979
172,0.0,0.13953604,0.61416864,-0.40223414,-0.5035637,-0.46306142,-0.7403979,0.20190495,-0.12999605,0.68144053,22.081995,-6.8203073,-2065.5369,,978
173,0.0,-0.28642622,1.2426242,-0.86150545,0.5560347,-0.44024548,0.078883074,0.19236061,-0.12294555,0.2944514,32.236282,-6.599516,-2064.946,,977
174,0.0,1.1472592,1.2558832,0.9216541,0.18426876,-0.475431,-1.00032,-0.93999803,-0.72946054,-0.40646973,32.46103,2.1257374,-2063.4106,,976
175,0.0,-0.54625267,1.2537446,-0.31259966,0.46623957,0.2752969,-0.036674038,0.85150003,-0.10034705,0.5085561,32.42476,1.3950448,-2062.6008,,975
176,0.0,1.1296375,1.2485882,0.28450045,0.0688062,0.36835477,0.35647348,0.42755806,-0.1300515,-8.180015e-05,32.337334,-4.745777,-2061.851,,974
177,0.0,-0.33254606,-0.161325,-0.45796287,0.03290357,0.21855925,-0.052184757,0.342426,0.07837591,-0.26777777,11.535934,-5.638235,-2060.4268,,973
178,0.0,-1.2223904,1.2073418,-0.7715373,0.68702304,-0.94762856,0.5482454,-0.14388826,-0.098781295,0.19322518,31.640013,-1.6932219,-2059.475,,972
179,0.0,-0.7294672,-0.67655694,1.168968,0.11467462,-0.3894171,0.056210157,-0.10196261,0.22078039,-0.030778075,6.3556347,-6.1495285,-2056.0435,,971
180,0.0,-1.0643271,1.1996782,0.11314436,0.067937315,-0.052637484,0.70077044,-0.29366806,0.14895804,0.064573966,31.510845,8.046018,-2052.9465,,970
181,0.0,-0.20559323,1.1999726,0.022498138,0.7202399,-0.35782245,0.773391,-0.76920384,0.23535334,-0.23708126,31.51581,7.0015283,-2051.12,,969
182,0.0,0.51092577,1.2050489,0.52108824,0.28094634,0.09348025,-0.45679903,-0.07063595,-0.23254505,-0.08034036,31.601355,-0.14499068,-2050.574,,968
183,0.0,0.26402938,1.2018367,0.3287309,0.8762214,0.30159184,0.85196084,0.18805219,0.43778214,0.13095999,31.547215,0.9586875,-2049.7283,,967
184,0.0,0.52888244,-0.6154806,-0.23021857,0.5480565,-0.33887225,-0.7912591,0.03720614,0.39471576,-0.02286622,6.879224,-5.1714296,-2048.8774,,966
185,0.0,-0.9726008,1.1888726,-0.5264441,0.09523762,0.64700294,-0.8166385,0.7541571,-0.6927233,0.339759,31.328938,-1.422045,-2047.8477,,965
186,0.0,-0.5286517,0.21136901,-0.5660183,0.41440463,-0.02474031,0.2842973,-0.6813537,0.21702105,-0.009110272,16.257267,6.9730563,-2047.5713,,964
187,0.0,0.41323903,1.0782231,0.21847597,0.4428164,-0.666173,-0.36106092,-0.9253062,-0.31937876,-0.3080543,31.098574,3.4059825,-2046.9877,-7929.8027,963
188,0.0,-0.898224,1.03803,-0.47195274,0.83920836,-0.6144095,0.44575763,-0.035810795,0.1270577,-0.29034182,28.81702,-12.189118,-2046.5018,,962
189,0.0,0.87126666,-0.06199109,-0.7180833,-0.373742,-0.63674885,-0.55800617,0.21710825,0.7542013,0.21826577,12.722012,13.106404,-2044.9868,,961
190,0.0,0.29476628,-0.27076375,-0.6922401,-0.5170085,0.12920338,0.37401807,0.025569033,0.12627843,-0.2257116,10.295542,-2.803496,-2044.4023,,960
191,0.0,-0.45612553,1.1736733,-0.36233607,0.87756675,0.15678073,0.17322342,0.587778,-0.29947433,0.44326034,31.073496,4.8094277,-2042.9875,,959
192,0.0,1.0727202,1.169664,0.6920122,-0.2533647,-0.7171381,-0.69701844,-0.45050395,-0.2349993,0.18857138,31.006195,1.081205,-2041.6163,,958
193,0.0,-0.20936997,1.1651355,-0.21793267,0.8389029,-0.32481313,0.38465536,-0.15427782,-0.22327112,0.06311488,30.930223,1.9354103,-2040.5059,,957
194,0.0,-0.34289294,0.8644074,-0.8877423,-0.3796865,-0.34427625,-0.6458877,0.68543106,-0.07518311,0.6511107,25.995361,-6.9008307,-2040.4731,,956
195,0.0,-0.023262935,0.80017644,-0.27556223,0.25222617,-0.33089697,0.25925863,-0.1311482,0.25003594,0.054907035,30.852896,4.1248703,-2039.9988,-3059.4624,955
196,0.0,-0.8138906,1.0938784,-0.29899165,0.57936937,-0.27019888,0.3084812,0.07976811,-0.11988307,-0.14948581,29.96089,11.047179,-2039.8975,-3059.4624,954
197,0.0,0.0323421,1.160025,-0.3014097,0.7270552,-0.026768131,0.47413817,0.1214308,0.12632933,0.053253755,30.844543,0.24335064,-2039.1769,,953
198,0.0,-0.4609243,1.1568937,-0.086757034,0.6722206,-0.60631716,0.71455395,-0.4430608,-0.0584512,0.14197266,30.792076,3.704241,-2038.8623,,952
199,0.0,-0.056152847,1.1386672,-0.36824718,0.14596988,0.21270666,-0.21146663,0.24205357,-0.18285216,-0.106678985,30.487108,-0.9919956,-2034.1299,,951
200,0.0,0.062188532,0.7864692,-0.6921247,0.5718192,-0.7955881,0.53529763,-0.6308452,-0.18239215,-0.5202654,24.755766,3.4526749,-2034.0681,,1000
201,0.0,-0.384328,0.16585167,-0.5793081,0.5177195,-0.22127658,0.073064536,-0.6348239,-0.039061476,0.28221855,15.642762,4.3164387,-2030.2047,,999
202,0.0,0.09565276,1.1214561,0.27307484,0.30054846,0.5561024,-0.36481014,0.58724815,-0.08461327,0.37168613,30.199812,7.9909086,-2030.204,,998
203,0.0,1.0687984,1.119922,0.40746906,0.51854795,-0.09132485,-0.3079206,-0.5918738,-0.15456027,-0.0017960933,30.174234,-1.9923168,-2029.13,,997
204,0.0,-0.19231632,1.1193231,0.6347682,0.48129427,-0.1380367,0.76154447,-0.5919105,0.18946145,-0.064377986,30.16425,-0.028037814,-2028.8112,,996
205,0.0,-1.0461805,1.0950751,-1.0568969,0.84750754,-0.70878714,0.4505984,-0.018158913,0.4131283,-0.050002366,29.760765,-2.5370634,-2026.9751,,995
206,0.0,0.24982938,1.105685,0.6173626,0.57452804,0.5668309,0.0411547,-0.13500853,0.08073203,-0.18460417,29.93715,-1.2136214,-2025.2535,,994
207,0.0,0.5711648,-0.16650291,-0.56226945,-0.22196133,0.16537091,0.40797758,0.11530719,-0.33698604,-0.44926736,11.475653,-7.4526095,-2025.2373,,993
208,0.0,-0.9962198,1.0958581,0.65520626,-0.432099,0.5173946,0.35925785,0.24513015,-0.23701578,0.36036372,29.773773,3.737413,-2023.8823,,992
209,0.0,-0.37954974,0.25606474,0.04316272,-0.5941196,0.45143762,-0.16359313,-0.19674985,0.08428325,-0.1689985,16.870056,7.0793686,-2023.6464,,991
210,0.0,-0.6002983,1.0886025,-0.55198747,0.61396366,-0.011434865,0.19039522,0.401053,-0.13821892,0.37284416,29.653292,-0.9948959,-2020.8906,,990
211,0.0,0.88732064,1.087294,0.13549419,0.48777166,0.4898995,0.54428005,-0.23048615,-0.53322643,-0.5557772,29.63158,-1.3084503,-2020.5204,,989
212,0.0,1.7624384,1.0633324,-0.19460313,-0.43634,-0.2713239,-0.18516739,-0.3999132,-0.33140782,-0.15614475,29.234655,8.30976,-2018.656,,988
213,0.0,0.006343028,1.0794073,-0.031816065,1.2736889,0.13632476,0.768784,-0.014426537,0.3097025,0.13417645,29.500788,4.010439,-2018.4017,,987
214,0.0,-1.059614,0.4034875,-0.10719859,0.39855164,-0.24132764,-0.19859426,0.3660235,-0.346593,0.055599324,18.953608,-3.8522878,-2018.088,,986
215,0.0,0.15330443,0.84577304,-0.15572983,-0.115317605,-0.28731424,-0.5438534,0.1878805,-0.121393785,0.014787267,29.448345,0.6221792,-2017.4792,-2146.3591,985
216,0.0,0.021868382,0.8128068,0.086194515,0.28256246,-0.50810784,-0.18007295,-0.47985098,-0.0943592,-0.29907435,25.17267,10.23169,-2017.4199,,984
217,0.0,0.66955715,1.0073119,0.8871091,0.67595416,-0.005079442,-0.13682397,-0.4543869,-0.050224908,-0.3657951,29.429033,1.6629876,-2017.1439,-2146.3591,983
218,0.0,-0.38364476,0.54532236,-0.43407667,0.53185475,-0.5477786,-0.042105008,-0.1854717,0.21669585,-0.08447322,21.041565,-9.672061,-2016.964,,982
219,0.0,0.47691718,1.072051,0.37737542,0.8615351,0.2628408,0.5267244,0.20726644,0.32061687,0.027070494,29.378922,-5.486207,-2016.7992,,981
220,0.0,0.30738536,1.0682902,-0.3658176,0.6131038,-0.23247902,0.31813368,-0.6490715,-0.29917777,-0.5035742,29.31667,-1.8161367,-2016.6957,,980
221,0.0,-0.6172482,1.0640458,-0.9771712,0.9293585,-0.5371364,0.5048672,0.16572352,0.03843155,0.22419196,29.246452,-3.7158122,-2016.1829,,979
222,0.0,-0.5472364,1.0411596,-0.20821679,0.5090792,-0.24722138,0.32554796,-0.3463315,0.09164037,0.032030873,28.868587,-6.857588,-2014.6696,,978
223,0.0,-0.42942232,1.0605564,-0.022630991,0.7981221,-0.12158869,0.47276038,0.0899193,-0.18322743,0.1410331,29.188755,6.618132,-2014.5032,,977
224,0.0,-1.1797303,1.0135801,-0.23550461,-0.037925143,-0.008081718,-0.33934194,0.26461112,-0.4427809,0.09277109,28.414938,0.12309062,-2013.3523,,976
225,0.0,0.44520754,1.0587642,0.38117278,0.6371209,0.47629723,0.4728693,0.790524,0.20544992,0.24295953,29.159138,-3.9733403,-2013.0513,,975
226,0.0,0.36611396,1.0442283,-0.19432752,-0.0964073,-0.13283257,-0.20345213,0.4514773,0.16348849,0.2349291,28.919182,9.46135,-2012.16,,974
227,0.0,0.95437837,1.0479038,0.048750456,-0.21831091,-0.6498124,-0.047830086,-0.2622493,-0.036338843,-0.36654326,28.979809,3.2079117,-2010.5515,,973
228,0.0,-1.0896361,0.6039489,0.04717001,0.65215236,-1.115005,0.78694606,-0.1800614,0.19894248,-0.22522333,21.926495,-9.900298,-2010.2749,,972
229,0.0,0.6073202,0.43843666,-0.061295263,-0.03777631,-0.2704706,-0.45577887,-0.27216297,-0.37835705,-0.31154954,21.202686,-3.6505077,-2009.3976,-7929.8027,971
230,0.0,-1.154558,1.0207427,0.059144303,-0.11876792,-0.5465336,0.57799596,-0.35109755,-0.19094402,0.067694716,28.532574,-0.39246476,-2006.8057,,970
231,0.0,-1.160506,0.32310405,0.27306885,-0.2851551,0.37034583,-0.16969015,0.001564244,-0.41908613,0.44237408,19.282026,7.3435574,-2001.0681,-7929.8027,969
232,0.0,0.5605377,0.9469347,0.06859714,0.5316992,-0.34454226,0.05443638,-0.38638005,-0.21815453,-0.20786564,27.32665,-13.1112175,-1998.0284,,968
233,0.0,0.010489513,0.9942269,0.33610806,-0.049512304,-0.042946927,-0.8155196,-0.06466634,-0.4770292,-0.07360429,28.097734,2.506746,-1996.5303,,967
234,0.0,-0.31203586,0.2668585,0.46418786,0.021624194,-0.5446146,0.28965166,-0.39721218,0.15544349,-0.27283925,17.019402,12.529928,-1996.0952,,966
235,0.0,-0.6570289,0.99257404,-0.2862958,0.244797,-0.20983732,-0.15389471,0.32246304,-0.5037645,0.30779794,28.07069,-0.4992829,-1995.5726,,965
236,0.0,-1.2004564,0.7207435,0.5714431,-0.85119927,0.3918341,-0.014502144,-0.21211998,0.07762691,-0.18156701,23.724579,5.1669264,-1993.636,,964
237,0.0,0.7881362,0.95825535,0.19327632,0.098154485,-0.8143396,-0.69496375,-0.63811994,-0.31167385,0.0075421957,27.510704,-2.0154543,-1993.2054,,963
238,0.0,-0.44268832,0.9785441,-0.23277684,0.22367293,-0.31377092,0.49581042,-0.2579362,0.3088643,-0.050038867,27.841394,-1.2567787,-1991.6729,,962
239,0.0,-0.48267153,0.9785031,-0.34778345,0.1488526,0.6983004,-0.05623784,0.4278155,0.08018014,-0.17808378,27.840725,-0.95236343,-1991.4528,,961
240,0.0,0.7418071,-0.042562,0.19173484,-0.083951436,-0.2733554,0.26836362,-0.4789191,-0.7555743,-0.22224279,12.960444,6.8282175,-1991.2031,,960
241,0.0,0.26025856,0.7768291,0.15972073,0.78623635,0.35286874,0.09267905,-0.0726514,0.18937294,0.0054466184,27.772146,3.174353,-1990.0885,-2146.3591,959
242,0.0,-0.30036733,0.545029,-0.20599976,0.052979957,0.037371796,0.14908586,-0.5734818,-0.08315742,-0.36262837,21.037167,5.2318234,-1989.465,,958
243,0.0,-0.12525758,0.97127944,-0.21374093,0.21853048,0.3352918,-0.26241753,0.92896885,-0.29693702,0.6983691,27.722858,0.8430782,-1989.121,,957
244,0.0,1.1759015,0.96200573,0.96612406,0.5545676,-0.089359336,0.1263607,0.015731188,-0.19541731,-0.2188222,27.688633,3.0273623,-1988.617,-2146.3591,956
245,0.0,-0.64741945,0.95919263,-0.1191838,0.34060657,0.060571,0.08788982,-0.4154404,0.44311565,-0.48044083,27.525951,4.2352343,-1987.9457,,955
246,0.0,0.18656147,0.9565877,-0.57896566,0.2776396,-0.37644815,0.1701042,-0.5490684,-0.15333866,-0.35605812,27.483568,2.3250084,-1986.656,,954
247,0.0,-1.2794228,0.9059342,0.19310704,-0.2840143,0.45046708,-0.41047207,0.68393636,-0.5710675,0.23163687,26.662922,-4.84794,-1985.4583,,953
248,0.0,0.040295057,0.62736857,-0.22029014,0.04469903,0.09195684,-0.4696836,-0.29243746,-0.5183405,0.10683001,21.882858,-5.247743,-1985.4281,-2034.1299,952
249,0.0,-0.15843822,0.023782961,0.9715381,-0.5882257,-0.17784801,0.2501024,-0.5906813,-0.20181322,0.10661983,13.987982,11.3559885,-1985.2147,-2146.3591,951
250,0.0,-0.57094127,0.9325567,0.7112061,-0.026189428,0.67727673,0.64397895,-0.23350208,0.4262478,0.0062064677,27.09338,7.772442,-1982.8876,,1000
251,0.0,-0.22619225,0.7869444,-0.92085963,-0.23162197,-0.4265946,-0.38891298,0.5388546,0.20962852,0.5264975,24.763268,10.232273,-1982.85,,999
252,0.0,-0.9599273,0.54996246,-0.21188375,-0.15073568,-0.05192474,0.28843752,-0.2831685,-0.0784453,0.3496441,21.111155,-5.8172317,-1982.6547,,998
253,0.0,-0.0024758952,0.9425716,-0.10761846,0.7159081,0.67052627,-0.0577074,0.6235987,-0.1790107,0.59189034,27.255804,-4.7043595,-1981.8164,,997
254,0.0,1.0258862,0.9182877,-0.137564,0.13276699,0.0881079,0.008676528,-0.645778,-0.5910175,-0.29202998,26.862427,-5.7562294,-1980.8167,,996
255,0.0,-0.63452166,0.9384177,-0.8482402,0.4957354,-0.3310057,0.3213128,0.18848468,-0.118210614,0.017360808,27.1884,2.6506693,-1980.8152,,995
256,0.0,-0.5253876,0.92468613,-0.6904642,0.57540154,-0.36351568,0.37809554,0.15049222,0.22578654,0.15332642,26.965923,-3.4930997,-1978.1572,,994
257,0.0,0.3533048,0.92348397,0.5849061,0.5029368,0.14967689,0.37238422,0.22492468,0.18961571,0.021009993,26.946468,1.8272333,-1975.8127,,993
258,0.0,-1.0214279,-0.2273518,-0.22064796,0.36725232,-0.017681034,0.28447118,-0.20077534,0.26361912,-0.19013825,10.779034,0.46083328,-1975.668,,992
259,0.0,-1.0718534,0.8895576,-0.64180666,0.20665802,-0.14419532,0.2883886,-0.36762142,0.06744793,0.24328086,26.39909,-1.2804139,-1974.2021,,991
260,0.0,0.44916508,0.9069571,-0.1537801,0.59661674,-0.36317542,0.2506264,-0.34330463,0.26616,-0.044398148,26.679428,8.41283,-1973.9585,,990
261,0.0,0.5472879,0.90953714,-0.2797907,0.20123255,0.14499806,0.26770636,0.53420544,0.2939247,0.3729979,26.721066,-6.061227,-1973.2333,,989
262,0.0,0.49568576,0.90959775,-0.036872286,-0.06171535,-0.33285713,0.06589663,0.4096288,0.25602338,0.46998376,26.722042,0.14532751,-1971.9006,,988
263,0.0,0.14230318,0.17747283,-0.5335416,0.18573815,0.1820414,-0.0575754,-0.42389053,-0.3744801,0.09999763,15.79872,-5.5805693,-1971.3895,,987
264,0.0,0.95339394,0.8679562,0.14862038,-0.4708523,-0.6185617,-0.07097036,0.12389957,0.6061992,0.13717288,26.532011,3.8224995,-1968.9138,-3059.4624,986
265,0.0,0.6366023,0.7228744,0.25941542,-0.16371459,-0.28887224,-0.744308,-0.60904473,-0.12761907,0.13821606,23.757803,10.299563,-1968.762,,985
266,0.0,0.070271835,0.89745784,0.08100995,1.0684325,-0.14001565,0.37227565,-0.096319646,0.39683175,-0.29834166,26.526278,2.9601467,-1968.5511,,984
267,0.0,0.65080976,0.25999987,-0.9678257,-0.5030301,-0.08798231,0.7695463,-0.0014439996,-0.17872913,-0.66605854,18.49568,-3.5086484,-1967.6465,-7929.8027,983
268,0.0,0.7071876,0.89142233,0.24740176,-0.12504284,-0.36279595,-0.42893183,-0.3115512,-0.20968734,-0.32364377,26.429096,2.779171,-1967.5875,,982
269,0.0,-0.22656766,0.81534,-0.32842284,-0.23061861,-0.030693874,-0.6821113,0.22390501,-0.41681468,0.35229522,22.945154,-4.904914,-1967.2498,-2034.1299,981
270,0.0,0.8122913,0.8648381,0.5597138,-0.011598625,-0.7655925,-0.64132607,-0.66418475,-0.64085454,-0.22471614,26.002258,-0.4888936,-1966.7039,,980
271,0.0,1.2191739,0.6845182,-0.633215,-0.22513689,0.46358156,0.62477213,-0.74333596,-1.0463195,-0.75360745,23.162058,-6.3121333,-1966.6593,,979
272,0.0,0.1440273,-0.14437829,0.220762,-0.061013915,-0.44097382,-0.15770997,-0.12023838,-0.12885915,0.04340917,11.734313,-4.4211736,-1966.3467,,978
273,0.0,0.5091285,0.42024326,-0.3876319,-0.586964,-0.5834483,-0.28636616,-0.02502666,0.00936801,0.3906254,19.196182,8.119415,-1965.558,,977
274,0.0,0.042398553,0.16007833,0.27007025,-0.09381505,-0.537889,-0.13551123,-0.45104808,0.19854596,-0.1871944,15.56552,5.4117785,-1965.447,,976
275,0.0,1.2776427,0.8861744,0.29868424,0.22706985,0.1281371,-0.069900244,-0.7188155,-0.5992299,-0.29171783,26.344679,1.944752,-1965.2726,,975
276,0.0,-0.80930823,0.87621933,0.32043663,-0.16082847,0.12756659,0.014841662,-0.5709602,0.44188514,-0.61817724,25.577333,-2.6451576,-1964.0225,-1985.2147,974
277,0.0,0.9850918,0.8807701,0.06809066,-0.23788437,-0.3137078,-0.05006729,-0.0016592366,-0.25859952,-0.18941782,26.257824,2.566137,-1963.8939,,973
278,0.0,-0.4434277,-0.25363076,-0.8840461,0.60804707,0.2638881,0.2935573,-0.07259174,-0.041213013,-0.18607704,7.4958563,-2.3823073,-1963.3933,-1985.2147,972
279,0.0,1.1249533,0.8782775,1.0306158,0.8590232,0.39527687,0.19708516,0.005078131,-0.070262395,0.19057901,26.217794,5.8642325,-1963.2255,,971
280,0.0,1.6044685,0.8730702,-0.58743405,-1.1359477,-0.7324125,0.1237966,0.8045926,0.6997223,0.32379445,26.13422,-3.2406573,-1962.2076,,970
281,0.0,-0.3921873,0.8751359,-0.8511881,0.1209564,-0.23890164,0.563357,0.19460021,0.44096476,-0.022457039,26.167362,0.2158475,-1962.1376,,969
282,0.0,-0.7733026,0.8719181,0.1602333,0.42575902,-0.5301284,0.6815005,-0.204224,-0.07534343,0.11248036,26.115742,-1.2624146,-1961.814,,968
283,0.0,1.0248591,0.87044275,0.90403414,0.92306656,0.8372481,0.17329046,0.12979852,0.3069659,0.28215823,26.092083,3.504992,-1960.7477,,967
284,0.0,0.4142734,0.8655176,0.6491315,0.3202139,-0.12462455,0.25663662,-0.055290323,0.011237784,0.25686857,26.013147,0.69386166,-1959.2688,,966
285,0.0,0.264993,0.8632709,-0.15376711,0.41195244,-0.008702377,0.24217081,-0.21998054,0.030336972,-0.29635125,25.977158,2.3811886,-1958.7655,,965
286,0.0,-0.017681807,0.6930842,-0.24143,-0.24167952,0.37774658,-0.19255213,0.3008632,-0.07045319,-0.14874327,24.296995,-11.785463,-1958.0486,-1985.2147,964
287,0.0,-0.34324345,-0.0613058,-0.21148345,-0.6542878,0.4662995,-0.19115795,0.13146633,0.08973539,0.035697624,12.730387,-2.9774747,-1956.5978,,963
288,0.0,-1.2957373,0.57399803,0.3164723,-0.15257315,-0.25404757,0.0027398977,0.47890016,-0.58043337,0.3245824,21.472876,-4.381963,-1956.0714,,962
289,0.0,-0.113636225,0.35076562,-0.014728071,-0.015372086,-0.22580357,-0.22879048,0.17166026,-0.4945179,0.19820006,18.197845,-8.644437,-1955.9598,,961
290,0.0,-0.033267446,-0.75194865,-0.035141867,0.976742,-0.09168975,-0.3056377,-0.22079553,0.15055141,0.13660176,3.7357259,-5.0351768,-1955.1085,-3059.4624,960
291,0.0,0.12919243,0.5082062,-0.3969277,-0.22949812,0.36781374,-0.285632,0.3168699,-0.518663,0.044244096,23.550447,10.343791,-1954.5442,-1985.2147,959
292,0.0,0.7584791,0.84828067,-0.20989564,-0.05296604,0.37188083,0.9527348,0.28871197,0.12268466,-0.48852286,25.73742,0.3924524,-1954.282,,958
293,0.0,-0.5400852,0.84773487,0.0077839424,-0.26408616,0.11426767,-0.51386714,0.06756683,-0.16751525,-0.10977664,25.728703,1.0558587,-1954.1152,,957
294,0.0,-0.26065844,0.8402006,0.22586839,-0.21330681,0.073663175,0.035064936,-0.61300915,0.505792,-0.22275709,25.608465,-2.1964848,-1953.9243,,956
295,0.0,0.5137755,0.9487871,1.0089759,0.33264887,0.55301267,-0.14661503,-0.10739771,-0.1451893,-0.073139794,25.670372,0.10504214,-1953.0656,-3059.4624,955
296,0.0,-0.11932314,0.84243083,0.21030088,0.062022667,0.11279702,0.39902145,0.06294661,0.30065417,0.23182286,25.64404,3.9794912,-1952.9154,,954
297,0.0,-0.33931342,0.2091555,-0.6127792,-0.1557427,0.544209,-0.0709632,0.23092362,-0.4545211,0.11442102,14.145801,8.200303,-1951.9283,-1985.2147,953
298,0.0,-0.2271554,0.86596924,0.72676283,-0.3645444,0.76880497,-0.0806365,-0.32823658,0.43203965,-0.19486712,25.552235,3.1126478,-1951.1504,-1985.2147,952
299,0.0,-1.0043668,0.83050793,-0.16007788,0.27604774,0.24912257,-0.27556276,0.8107014,-0.6374216,0.4892581,25.454018,0.55516845,-1949.1077,,951
300,0.0,-0.5090787,0.8211375,0.08957158,0.38354903,-0.19693784,0.60179085,0.17174911,-0.24311942,0.5045756,25.304968,-4.3110657,-1947.9586,,1000
301,0.0,-0.4258871,0.7796169,-0.28109562,0.48009223,0.019817417,0.04632965,0.26010334,-0.4844984,0.1814036,25.370594,2.2467482,-1947.7677,-2034.1299,999
302,0.0,-0.12008519,0.8246062,-0.17912154,0.45644704,0.10689521,-0.18138325,0.09312852,-0.15703681,0.116003275,25.36011,2.4609442,-1947.5485,,998
303,0.0,0.58097434,0.8221071,0.8860775,0.13605182,-0.26797506,0.10525658,-0.008868523,-0.14457034,0.51391983,25.320375,5.447869,-1947.2878,,997
304,0.0,0.24721906,0.82350475,0.16944303,0.1884628,0.42854935,-0.51288706,0.022109283,-0.43194678,0.15174747,25.342596,0.3505185,-1947.0544,,996
305,0.0,-0.34396428,-0.74559444,0.003535044,0.77104145,-0.69870985,-0.6503085,0.34707388,0.59461755,-0.14861074,5.7942114,-0.28463385,-1946.9755,,995
306,0.0,0.1627431,0.5196071,0.034899477,-0.13792986,-0.15419112,0.12201774,-0.45578766,-0.118957244,-0.2556649,24.37349,-3.7948067,-1945.9132,-2034.1299,994
